From	To
A0R075	lipA
I7FPJ5	MSMEI_4186
A0R076	MSMEG_4287
A0R079	glnA
A0R080	dtd
A0R082	glnE
A0R083	glnA
A0R084	MSMEG_4295
I7GBS9	MSMEI_4194
I7G4U3	MSMEI_4195
A0R085	MSMEG_4296
I7FPK7	MSMEI_4196
A0R086	MSMEG_4297
I7GD82	panB
A0R087	panB
I7FGX4	MSMEI_4198
A0R088	MSMEG_4299
I7GBT5	MSMEI_4199
A0R089	MSMEG_4300
A0R090	MSMEG_4301
I7G4U9	MSMEI_4200
I7FPL2	MSMEI_4201
A0R091	MSMEG_4302
I7GD84	MSMEI_4202
A0R092	MSMEG_4303
I7GBU0	MSMEI_4204
A0R094	MSMEG_4305
I7G4V3	MSMEI_4205
A0R095	MSMEG_4306
I7FPL7	MSMEI_4206
A0R096	MSMEG_4307
I7GD85	MSMEI_4207
A0R097	MSMEG_4308
I7FGY5	ptpA
A0R098	MSMEG_4309
I7GBU5	MSMEI_4209
A0R099	MSMEG_4311
I7G4V9	cobD
A0R0A0	cobD
A0R0A1	MSMEG_4313
I7FGZ1	MSMEI_4213
I7GBV5	MSMEI_4220
A0R0A7	MSMEG_4320
I7G4W9	MSMEI_4221
A0R0A8	MSMEG_4321
A0R0A9	MSMEG_4322
I7FPN5	MSMEI_4222
A0R0B0	aceE
I7FH03	MSMEI_4224
A0R0B1	MSMEG_4324
A0R0B2	fabD
A0R0B3	acpM
I7FPP0	kasA
A0R0B4	MSMEG_4327
I7GD96	kasB
A0R0B5	MSMEG_4328
I7FH10	accD6
A0R0B6	MSMEG_4329
I7GBW4	MSMEI_4230
A0R0B7	MSMEG_4330
I7FPP6	glpD1
A0R0B9	MSMEG_4332
I7FH17	MSMEI_4234
A0R0C1	MSMEG_4334
I7G4Y2	MSMEI_4236
A0R0C3	MSMEG_4336
I7GBX4	adhE2
A0R0C7	MSMEG_4340
I7G4Y7	MSMEI_4241
A0R0C8	MSMEG_4342
I7GDA6	MSMEI_4243
A0R0D0	MSMEG_4344
I7G4Z2	MSMEI_4246
A0R0D4	MSMEG_4347
I7FPR2	ilvX
A0R0D5	MSMEG_4348
I7GDB0	MSMEI_4248
A0R0D6	MSMEG_4349
I7FH34	MSMEI_4249
A0R0D7	dapB
I7GBY5	MSMEI_4250
A0R0D8	MSMEG_4351
I7FPR9	MSMEI_4252
A0R0E0	MSMEG_4353
I7G4Z8	dppD
A0R0E4	MSMEG_4357
I7FPS4	MSMEI_4257
A0R0E5	MSMEG_4358
I7GDB7	MSMEI_4258
A0R0E7	MSMEG_4361
I7FH47	MSMEI_4259
A0R0E8	MSMEG_4360
I7GBZ6	MSMEI_4260
A0R0E9	MSMEG_4362
I7GDC1	pknE
A0R0F3	MSMEG_4366
A0R0F6	MSMEG_4368
I7GDD1	MSMEI_4278
A0R0G8	MSMEG_4381
I7FH69	MSMEI_4279
A0R0G9	MSMEG_4382
I7GC15	mmpL5
A0R0H0	MSMEG_4383
I7GC20	MSMEI_4285
A0R0H5	MSMEG_4388
I7G526	MSMEI_4286
A0R0H6	MSMEG_4389
A0R0H9	MSMEG_4392
I7GDD7	MSMEI_4288
I7GC26	MSMEI_4290
A0R0I1	MSMEG_4394
A0R0I3	MSMEG_4396
I7FPW5	MSMEI_4292
I7GC30	MSMEI_4295
A0R0I6	MSMEG_4399
I7FPX0	MSMEI_4297
A0R0I8	MSMEG_4401
I7FHD5	MSMEI_4339
A0R0N5	MSMEG_4449
I7GC73	MSMEI_4340
A0R0N6	MSMEG_4450
A0R0N9	ltaE
I7GDH3	MSMEI_4344
A0R0P1	MSMEG_4456
I7GC78	MSMEI_4346
I7FQ28	MSMEI_4353
A0R0P8	MSMEG_4463
I7GDI2	MSMEI_4354
A0R0P9	MSMEG_4464
A0R0Q5	MSMEG_4470
I7FHG3	MSMEI_4360
A0R0Q6	MSMEG_4471
I7GC92	MSMEI_4361
I7GDI9	MSMEI_4364
A0R0Q9	MSMEG_4474
I7FHG9	lppP
A0R0R0	MSMEG_4475
I7GC97	MSMEI_4366
A0R0R1	MSMEG_4476
A0R0R3	MSMEG_4479
I7G5A6	MSMEI_4373
A0R0R8	MSMEG_4484
I7FQ45	glyQS
A0R0R9	glyS
I7FHI2	furB
A0R0S1	MSMEG_4487
I7GCA6	MSMEI_4377
A0R0S2	MSMEG_4488
I7G5A8	MSMEI_4378
A0R0S3	MSMEG_4489
A0R0S4	uppS
A0R0S5	recO
I7FHI9	amiA2
A0R0S6	MSMEG_4492
I7GCB1	era
A0R0S7	era
I7G5B0	MSMEI_4383
A0R0S8	MSMEG_4494
I7FQ51	MSMEI_4384
A0R0S9	MSMEG_4495
A0R0T0	ybeY
I7FHJ6	MSMEI_4386
A0R0T1	MSMEG_4497
I7FHK3	MSMEI_4391
A0R0T7	MSMEG_4502
I7GCC0	dnaJ2
A0R0T8	dnaJ
A0R0T9	hrcA
I7GDL2	MSMEI_4395
A0R0U1	MSMEG_4507
I7GCE0	mbtG
A0R0U3	MSMEG_4509
A0R0U5	MSMEG_4511
I7FQ79	MSMEI_4399
I7GDM5	mbtD
A0R0U6	MSMEG_4512
I7FHN5	MSMEI_4401
A0R0U7	MSMEG_4513
I7GCF3	mbtB
A0R0U8	MSMEG_4514
I7G5F3	mbtB
A0R0U9	MSMEG_4515
I7FQ92	mbtA
A0R0V0	MSMEG_4516
I7GDN1	MSMEI_4405
A0R0V1	MSMEG_4517
I7FHN8	MSMEI_4406
A0R0V2	MSMEG_4518
I7GCG1	MSMEI_4412
A0R0V8	MSMEG_4524
I7G5G5	MSMEI_4413
A0R0V9	MSMEG_4525
I7FQ98	MSMEI_4414
A0R0W1	MSMEG_4527
A0R0W2	cysH
I7GCG5	cysA
A0R0W4	cysA
I7GDP2	MSMEI_4420
A0R0W7	MSMEG_4533
A0R0W9	MSMEG_4535
I7FHQ0	MSMEI_4426
A0R0X3	MSMEG_4539
I7GCH0	eis
A0R0X4	eis
I7GCH3	MSMEI_4432
A0R0X9	MSMEG_4544
I7GDQ4	MSMEI_4440
A0R0Y6	MSMEG_4553
A0R0Y9	lepA
I7G5I5	lepA
A0R0Z0	MSMEG_4558
I7FQC3	MSMEI_4444
I7GDQ7	MSMEI_4445
A0R0Z1	MSMEG_4557
I7GCH8	MSMEI_4447
A0R0Z3	MSMEG_4560
I7G5I9	MSMEI_4448
A0R0Z4	MSMEG_4561
I7GDR1	MSMEI_4450
A0R0Z5	MSMEG_4563
I7GDR4	rnz
A0R0Z8	rnz
I7FHS5	MSMEI_4456
A0R0Z9	MSMEG_4567
I7GCI2	MSMEI_4457
A0R100	MSMEG_4569
A0R101	MSMEG_4570
I7G5J5	MSMEI_4458
A0R102	rpsT
I7GDS1	MSMEI_4465
A0R108	MSMEG_4577
A0R109	octT
I7GCI6	MSMEI_4467
A0R110	MSMEG_4579
I7G5K3	rsfS
A0R111	rsfS
A0R112	nadD
I7GDS4	MSMEI_4470
A0R113	MSMEG_4582
I7FHT4	MSMEI_4471
A0R114	MSMEG_4583
A0R115	proA
I7G5K6	rbsK
A0R116	rbsK
I7FQE0	MSMEI_4474
A0R117	MSMEG_4586
I7GCJ2	MSMEI_4477
A0R120	MSMEG_4589
A0R125	MSMEG_4595
I7GCJ6	MSMEI_4482
A0R128	lppH
A0R130	MSMEG_4599
I7GCK2	MSMEI_4492
A0R139	MSMEG_4610
I7GDU2	nadE
A0R143	nadE
I7GCK7	cobB
A0R145	cobB
I7FQG0	MSMEI_4504
A0R147	MSMEG_4622
A0R148	proB
A0R149	obg
A0R150	rpmA
A0R151	rplU
A0R152	rne
I7G5N8	valS
A0R155	valS
I7GDV2	MSMEI_4515
A0R157	MSMEG_4632
I7FHW9	MSMEI_4516
A0R158	MSMEG_4633
I7G5P7	MSMEI_4523
A0R165	MSMEG_4641
A0R169	mobA
I7FHY0	mobA
I7G5Q2	MSMEI_4528
A0R171	MSMEG_4646
A0R172	MSMEG_4647
I7FQH6	MSMEI_4529
I7GCM4	MSMEI_4532
A0R175	MSMEG_4650
I7G5Q7	MSMEI_4533
A0R176	MSMEG_4651
I7FQH8	MSMEI_4534
A0R177	MSMEG_4652
I7GDW3	MSMEI_4535
A0R178	MSMEG_4653
I7G5R0	MSMEI_4538
A0R181	MSMEG_4656
I7FQI1	MSMEI_4539
A0R182	MSMEG_4657
A0R183	MSMEG_4658
I7GDW5	MSMEI_4540
I7FHZ3	MSMEI_4541
A0R184	MSMEG_4659
A0R185	MSMEG_4661
I7GCN0	MSMEI_4542
A0R187	MSMEG_4662
I7G5R5	MSMEI_4543
I7GDW7	MSMEI_4545
A0R189	MSMEG_4664
I7FHZ7	MSMEI_4546
A0R190	MSMEG_4665
A0R191	iolG
I7G5R9	MSMEI_4548
A0R192	MSMEG_4667
A0R193	MSMEG_4668
I7FQI9	MSMEI_4549
I7GDW9	fdhD
A0R194	fdhD
I7FCL4	fdhD
A0QNU3	fdhD
A0R196	clpX
I7GDX1	clpP
A0R197	clpP
A0R199	tig
I7G5S8	MSMEI_4560
A0R1A0	MSMEG_4678
I7GDX4	MSMEI_4562
A0R1A3	lipP
I7FI10	MSMEI_4563
A0R1A4	MSMEG_4681
I7GCP4	MSMEI_4564
A0R1A5	MSMEG_4682
I7G5T3	MSMEI_4565
A0R1A6	MSMEG_4683
I7FQK1	MSMEI_4566
A0R1A7	MSMEG_4684
A0R1A8	MSMEG_4686
I7GDX5	MSMEI_4567
A0R1A9	MSMEG_4685
I7FI13	MSMEI_4568
A0R1B0	MSMEG_4687
I7GCP7	MSMEI_4569
I7G5T7	MSMEI_4570
A0R1B1	MSMEG_4688
I7FI17	MSMEI_4573
A0R1B3	pepN
A0R1B5	MSMEG_4692
I7FQK8	MSMEI_4576
A0R1B6	MSMEG_4693
I7FI23	MSMEI_4578
A0R1B8	MSMEG_4695
I7GCQ5	MSMEI_4579
A0R1B9	MSMEG_4696
I7G5U5	MSMEI_4580
A0R1C0	MSMEG_4697
I7FQL2	MSMEI_4581
A0R1C1	MSMEG_4698
A0R1C2	gdh
I7FI28	MSMEI_4583
A0R1C3	MSMEG_4700
A0R1C5	MSMEG_4702
I7G5U9	MSMEI_4585
I7FQL6	MSMEI_4586
A0R1C6	MSMEG_4703
A0R1C7	MSMEG_4704
I7GDY7	MSMEI_4587
I7FI32	MSMEI_4588
A0R1C8	MSMEG_4705
I7GCR4	MSMEI_4590
A0R1C9	MSMEG_4707
I7G5V2	MSMEI_4591
A0R1D0	MSMEG_4708
I7FQM2	MSMEI_4592
A0R1D1	MSMEG_4709
I7FI37	MSMEI_4594
A0R1D3	MSMEG_4711
I7G5V7	MSMEI_4596
A0R1D5	MSMEG_4713
A0R1D6	MSMEG_4714
I7FQM4	MSMEI_4597
I7GDZ5	MSMEI_4598
A0R1D7	MSMEG_4715
I7FI42	MSMEI_4599
A0R1D8	MSMEG_4716
I7GCS3	MSMEI_4600
A0R1D9	MSMEG_4717
A0R1E0	MSMEG_4718
I7G5W2	MSMEI_4601
A0R1E1	MSMEG_4719
I7FQM8	MSMEI_4602
A0R1E2	MSMEG_4720
I7GDZ9	MSMEI_4603
I7GCS8	MSMEI_4605
A0R1E4	MSMEG_4722
A0R1E5	MSMEG_4723
I7G5W6	MSMEI_4606
I7FQN2	orn
A0R1E6	orn
A0R1E8	pks5
I7FI52	MSMEI_4610
I7GCT1	MSMEI_4611
A0R1E9	MSMEG_4728
A0R1F0	MSMEG_4729
I7G5X0	MSMEI_4612
I7GE05	MSMEI_4614
A0R1F2	MSMEG_4731
I7FQP0	MSMEI_4618
A0R1F6	MSMEG_4735
I7G5X9	MSMEI_4622
A0R1F9	MSMEG_4738
I7FQP3	MSMEI_4623
A0R1G0	MSMEG_4739
I7GE13	MSMEI_4624
A0R1G1	MSMEG_4740
A0R1G2	MSMEG_4741
I7FI70	MSMEI_4625
A0R1G3	MSMEG_4742
I7GCU1	MSMEI_4626
I7G5Y3	MSMEI_4627
A0R1G4	MSMEG_4743
A0R1G6	MSMEG_4745
I7GE17	MSMEI_4629
A0R1H2	MSMEG_4752
I7GCU5	MSMEI_4632
I7G5Y4	MSMEI_4633
A0R1H3	MSMEG_4753
A0R1H5	MSMEG_4755
I7GE21	MSMEI_4635
A0R1H6	acpS
I7GCU8	MSMEI_4637
A0R1H7	MSMEG_4757
I7FQQ4	MSMEI_4639
A0R1I0	MSMEG_4761
I7GE24	MSMEI_4640
A0R1I1	MSMEG_4762
I7G5Z3	MSMEI_4643
A0R1I4	MSMEG_4765
I7G5Z8	MSMEI_4648
A0R1I9	MSMEG_4770
A0R1J0	MSMEG_4771
I7FQQ9	MSMEI_4649
I7FI93	MSMEI_4651
A0R1J2	MSMEG_4773
I7GCW3	MSMEI_4657
A0R1J8	MSMEG_4779
A0R1M9	MSMEG_4811
I7GCY3	MSMEI_4687
I7GCZ2	MSMEI_4702
A0R1P4	MSMEG_4826
I7G645	MSMEI_4703
A0R1P5	MSMEG_4827
I7G649	MSMEI_4708
A0R1Q0	MSMEG_4832
I7FQW3	MSMEI_4709
A0R1Q1	MSMEG_4833
I7G658	MSMEI_4723
A0R1R5	MSMEG_4847
I7FQY0	MSMEI_4724
A0R1R7	MSMEG_4849
I7GD09	MSMEI_4727
A0R1S0	MSMEG_4852
I7FQY5	MSMEI_4729
A0R1S2	MSMEG_4854
I7FII0	MSMEI_4731
A0R1S4	MSMEG_4856
A0R1V9	MSMEG_4891
A0R1W1	MSMEG_4893
I7GD41	MSMEI_4767
A0R1W4	MSMEG_4896
I7FR23	MSMEI_4769
I7GD46	MSMEI_4773
A0R1W7	rdgB
A0R1W8	rph
I7FR29	MSMEI_4775
A0R1W9	MSMEG_4902
A0R1X0	murI
I7GD49	MSMEI_4778
A0R1X2	cysM
A0R1X3	MSMEG_4906
I7G6A5	MSMEI_4779
I7FR33	MSMEI_4780
A0R1X4	MSMEG_4907
I7GEC8	MSMEI_4781
A0R1X5	MSMEG_4908
I7FIM9	MSMEI_4782
A0R1X6	MSMEG_4909
I7GD53	clpS
A0R1X7	clpS
I7G6B0	MSMEI_4784
A0R1X8	pncB
I7FR39	MSMEI_4785
A0R1X9	MSMEG_4912
A0R1Y0	MSMEG_4913
I7GED1	MSMEI_4786
A0R1Y1	vgb
I7GD56	MSMEI_4788
A0R1Y2	MSMEG_4915
A0R1Y4	glgB
I7GED5	MSMEI_4791
A0R1Y5	MSMEG_4917
I7FIN9	MSMEI_4792
A0R1Y6	MSMEG_4919
A0R1Y7	MSMEG_4920
I7G6C1	MSMEI_4794
A0R1Y8	mce
I7FR48	MSMEI_4795
A0R1Y9	MSMEG_4922
A0R1Z0	nucS
I7FIP5	MSMEI_4797
A0R1Z1	MSMEG_4924
I7FIQ1	murA
A0R1Z6	murA
I7GD68	MSMEI_4806
A0R1Z7	MSMEG_4934
A0R1Z8	MSMEG_4933
I7G6D1	MSMEI_4807
A0R1Z9	atpC
A0R200	atpD
A0R201	atpG
A0R202	atpA
A0R203	atpFH
A0R204	atpF
A0R206	atpB
I7FIR3	atpB
I7FIS1	MSMEI_4820
A0R212	MSMEG_4948
A0R213	prmC
I7G6E7	prfA
A0R214	prfA
A0R215	rpmE
A0R217	MSMEG_4953
I7GD79	MSMEI_4826
A0R218	rho
A0R219	thrB
A0R220	thrC
I7FIT2	MSMEI_4830
A0R221	MSMEG_4957
I7FIU0	MSMEI_4836
A0R226	MSMEG_4962
I7FR83	MSMEI_4839
A0R229	MSMEG_4966
A0R230	MSMEG_4967
I7GEG1	MSMEI_4840
A0R231	MSMEG_4968
I7FIU6	MSMEI_4841
I7GD86	MSMEI_4842
A0R232	MSMEG_4969
I7G6G6	MSMEI_4843
A0R233	MSMEG_4970
I7FR86	MSMEI_4844
A0R234	MSMEG_4971
I7GD87	MSMEI_4847
A0R237	MSMEG_4974
I7G6H0	MSMEI_4848
A0R238	MSMEG_4975
I7FR90	MSMEI_4849
A0R239	MSMEG_4976
I7GEG7	MSMEI_4850
A0R240	MSMEG_4977
I7FIV7	cysC
A0R241	cysNC
I7GD91	cysD
A0R242	cysD
I7G6I0	MSMEI_4858
A0R248	MSMEG_4985
I7FR97	MSMEI_4859
A0R249	MSMEG_4986
I7GD95	MSMEI_4862
A0R252	MSMEG_4989
I7G6I5	MSMEI_4863
A0R253	MSMEG_4990
I7G6I8	MSMEI_4868
A0R258	MSMEG_4995
I7GEI2	MSMEI_4870
A0R260	oppD
I7FIX9	MSMEI_4871
A0R261	MSMEG_4999
A0R262	MSMEG_4998
I7GDA4	MSMEI_4872
I7FIY5	MSMEI_4876
A0R266	MSMEG_5002
I7GDA7	MSMEI_4877
A0R267	MSMEG_5004
A0R268	MSMEG_5006
I7G6J8	MSMEI_4878
I7FRB3	MSMEI_4879
A0R269	MSMEG_5005
I7FIY9	MSMEI_4881
A0R271	MSMEG_5008
A0R272	MSMEG_5009
I7GDB1	MSMEI_4882
I7G6K2	MSMEI_4883
A0R273	MSMEG_5010
I7GEJ1	MSMEI_4885
A0R276	MSMEG_5013
I7FIZ3	MSMEI_4886
A0R277	MSMEG_5014
I7GDB6	MSMEI_4887
A0R278	MSMEG_5015
I7G6K6	MSMEI_4888
A0R279	MSMEG_5016
A0R280	MSMEG_5017
I7FRC2	MSMEI_4889
I7GEJ3	MSMEI_4890
A0R281	MSMEG_5018
I7GDB9	MSMEI_4892
A0R283	MSMEG_5020
I7G6L0	MSMEI_4893
A0R284	MSMEG_5021
I7FRC6	MSMEI_4894
A0R285	MSMEG_5022
I7GEJ6	MSMEI_4895
A0R286	MSMEG_5023
I7FJ04	MSMEI_4896
A0R287	MSMEG_5024
I7FRD2	MSMEI_4899
A0R290	MSMEG_5027
I7GEJ9	MSMEI_4900
A0R291	MSMEG_5028
I7FJ10	MSMEI_4901
A0R292	MSMEG_5030
I7GDC7	MSMEI_4902
A0R293	MSMEG_5029
I7G6L7	MSMEI_4903
A0R294	MSMEG_5031
I7FRG0	MSMEI_4909
A0R298	MSMEG_5037
I7FJ56	cyp130
A0R2A0	MSMEG_5038
I7GEM9	deaD
A0R2A4	deaD
A0R2A5	MSMEG_5043
I7FJ67	lprE
I7GDF3	MSMEI_4917
A0R2A6	MSMEG_5044
I7FJ73	MSMEI_4921
A0R2B0	MSMEG_5048
A0R2B1	kgd
I7G6R4	MSMEI_4923
A0R2B2	MSMEG_5051
I7FRI0	map
A0R2B3	map
I7FJ79	MSMEI_4926
A0R2B5	MSMEG_5053
I7GDF8	lpqZ
A0R2B6	MSMEG_5054
I7FRI4	corA
A0R2B8	corA
I7GEP0	MSMEI_4930
A0R2B9	MSMEG_5057
I7FJ82	sugC
A0R2C0	MSMEG_5058
I7GDG1	sugB
A0R2C1	MSMEG_5059
I7G6S2	sugA
A0R2C2	MSMEG_5060
A0R2C3	MSMEG_5061
I7FRI8	lpqY
A0R2C6	MSMEG_5064
I7GDG4	MSMEI_4937
I7G6S6	MSMEI_4938
A0R2C7	MSMEG_5065
I7FJ93	mrp
A0R2D0	MSMEG_5068
A0R2D1	tatB
I7G6S8	htrA
A0R2D2	MSMEG_5070
A0R2D3	rseA
A0R2D4	sigE
A0R2D5	MSMEG_5073
A0R2D6	MSMEG_5074
I7G6T0	MSMEI_4948
A0R2E1	glgC
A0R2E2	glgM
I7GEQ6	MSMEI_4955
A0R2E3	MSMEG_5081
I7FJA7	tagA
A0R2E4	tag
I7GDH6	MSMEI_4957
A0R2E5	MSMEG_5083
A0R2E6	gpgS
I7FRK8	folP2
A0R2E7	folP
I7GER0	fadD6
A0R2E8	MSMEG_5086
I7FJB1	MSMEI_4961
A0R2E9	MSMEG_5087
A0R2F0	MSMEG_5088
I7GDI0	MSMEI_4962
A0R2F1	MSMEG_5089
I7G6T9	MSMEI_4963
A0R2F2	MSMEG_5090
I7FRL1	MSMEI_4964
A0R2F3	MSMEG_5091
I7GER4	MSMEI_4965
I7GDI7	MSMEI_4972
A0R2G1	MSMEG_5101
I7G6U7	MSMEI_4973
A0R2G2	MSMEG_5100
I7FRL8	MSMEI_4974
A0R2G3	MSMEG_5102
A0R2G4	dapE
A0R2G5	dapD
A0R2H1	MSMEG_5111
I7G6V5	MSMEI_4983
I7FJC9	fadD36
A0R2H4	MSMEG_5114
I7G6V9	MSMEI_4988
A0R2H6	MSMEG_5118
I7GET1	rocA
A0R2H8	pruA
I7FJD3	MSMEI_4991
A0R2H9	MSMEG_5120
I7GDJ9	MSMEI_4992
A0R2I0	MSMEG_5121
I7G6W3	fdxC
A0R2I1	MSMEG_5122
I7FJD8	MSMEI_4996
A0R2I2	MSMEG_5124
I7G6W7	fbiC
A0R2I4	MSMEG_5126
A0R2I7	mshB
A0R2I8	MSMEG_5130
I7G6X1	typA
A0R2J0	typA
I7FRN5	MSMEI_5004
A0R2J4	MSMEG_5136
I7FJF2	MSMEI_5011
A0R2K1	MSMEG_5143
I7G6Y0	MSMEI_5013
A0R2K3	MSMEG_5145
I7FJF7	mutT2
A0R2K6	MSMEG_5148
A0R2K7	MSMEG_5150
A0R2L2	MSMEG_5154
I7FJG2	MSMEI_5021
I7GDL6	MSMEI_5022
A0R2L3	MSMEG_5155
I7G6Y7	MSMEI_5023
A0R2L4	MSMEG_5156
I7GEV4	MSMEI_5025
A0R2L6	MSMEG_5158
I7FJG7	MSMEI_5026
A0R2L7	MSMEG_5159
I7FRQ1	MSMEI_5029
A0R2M0	MSMEG_5162
I7FJH2	MSMEI_5031
A0R2M2	MSMEG_5164
I7GDM1	MSMEI_5032
A0R2M3	MSMEG_5165
I7FJH7	MSMEI_5036
A0R2M8	MSMEG_5170
I7G6Z6	MSMEI_5038
A0R2N0	MSMEG_5172
I7FRQ8	omt
A0R2N1	MSMEG_5173
A0R2N2	MSMEG_5174
I7GEW3	MSMEI_5040
A0R2N3	sir2
A0R2N4	MSMEG_5176
I7GDM7	MSMEI_5042
I7G6Z8	MSMEI_5043
A0R2N5	MSMEG_5177
I7G701	MSMEI_5048
A0R2P0	MSMEG_5182
I7FRR6	MSMEI_5049
A0R2P1	MSMEG_5183
I7GEX0	MSMEI_5050
A0R2P2	MSMEG_5184
I7FJI9	echA10
A0R2P3	MSMEG_5185
I7G704	MSMEI_5053
A0R2P5	MSMEG_5187
I7GEX2	MSMEI_5055
A0R2P7	MSMEG_5189
I7FJJ4	MSMEI_5056
A0R2P8	MSMEG_5190
I7FJJ8	MSMEI_5061
A0R2Q4	MSMEG_5196
I7GDP0	MSMEI_5062
A0R2Q5	MSMEG_5197
A0R2Q6	MSMEG_5198
I7FRS8	MSMEI_5064
A0R2Q7	MSMEG_5199
I7GEX9	MSMEI_5065
A0R2Q8	MSMEG_5201
I7GDP4	MSMEI_5067
A0R2R0	MSMEG_5202
I7FJK6	MSMEI_5071
A0R2R4	MSMEG_5205
I7GDP9	MSMEI_5072
A0R2R6	MSMEG_5208
I7G720	bpoB
A0R2R7	MSMEG_5209
I7FRT4	MSMEI_5074
A0R2R8	MSMEG_5211
I7GEY6	MSMEI_5075
A0R2R9	MSMEG_5210
A0R2S1	MSMEG_5213
I7GDQ2	MSMEI_5077
I7FRT7	MSMEI_5079
A0R2S3	MSMEG_5215
I7GEY9	MSMEI_5080
A0R2S4	MSMEG_5216
A0R2S5	MSMEG_5217
I7FJL4	MSMEI_5081
A0R2S6	MSMEG_5218
I7G729	MSMEI_5083
A0R2S8	MSMEG_5220
A0R2S9	MSMEG_5221
I7FRU0	MSMEI_5084
I7GEZ2	ychF
A0R2T0	ychF
A0R2T2	ispH
I7GDQ8	ispH1
I7G733	MSMEI_5088
A0R2T3	MSMEG_5225
A0R2T4	xseA
I7FRU4	xseA
I7FJM6	MSMEI_5091
A0R2T6	MSMEG_5228
I7GEZ9	MSMEI_5095
A0R2U1	MSMEG_5233
I7FJN2	MSMEI_5096
A0R2U2	MSMEG_5234
I7FRV0	MSMEI_5099
A0R2U5	MSMEG_5236
I7GF03	MSMEI_5100
A0R2U6	MSMEG_5238
A0R2U7	glpX
I7FJN7	glpX
I7GDR8	fumC
A0R2U8	fumC
I7G746	MSMEI_5103
A0R2U9	MSMEG_5241
I7FRV3	MSMEI_5104
A0R2V0	MSMEG_5242
I7GF07	MSMEI_5105
A0R2V1	MSMEG_5243
I7FJP1	devR
A0R2V2	MSMEG_5244
I7GDS2	MSMEI_5107
A0R2V3	MSMEG_5245
I7G751	MSMEI_5108
A0R2V4	MSMEG_5246
I7FRV6	phoH2
A0R2V5	MSMEG_5247
I7GF12	desA2
A0R2V6	MSMEG_5248
A0R2V7	glyA
A0R2V8	MSMEG_5250
I7GDS5	MSMEI_5112
A0R2V9	coaA
A0R2W4	uppS
I7GF19	MSMEI_5120
A0R2W6	MSMEG_5258
I7FJQ8	MSMEI_5121
A0R2W7	MSMEG_5259
A0R2W9	mca
A0R2X0	MSMEG_5262
I7FRW7	MSMEI_5124
A0R2X1	greA
I7FJR3	MSMEI_5126
A0R2X2	MSMEG_5264
I7GDT7	metB
A0R2X3	MSMEG_5265
I7G771	fadE7
A0R2X4	MSMEG_5267
I7FJR8	cbs
A0R2X8	MSMEG_5270
I7G775	MSMEI_5133
A0R2Y0	MSMEG_5272
I7FRX4	fadA3
A0R2Y1	MSMEG_5273
A0R2Y2	purT
I7FJS4	MSMEI_5136
A0R2Y3	MSMEG_5275
I7GDU3	echA9
A0R2Y4	MSMEG_5276
I7G779	echA8
A0R2Y5	MSMEG_5277
I7GF36	MSMEI_5140
A0R2Y7	MSMEG_5279
I7GDU7	MSMEI_5142
A0R2Y9	MSMEG_5281
I7G784	MSMEI_5143
A0R2Z0	MSMEG_5282
I7GF40	MSMEI_5145
A0R2Z2	MSMEG_5284
I7FJT6	MSMEI_5146
A0R2Z3	MSMEG_5285
I7GDV0	MSMEI_5147
A0R2Z4	MSMEG_5287
I7G788	MSMEI_5148
A0R2Z5	dapB
A0R2Z9	MSMEG_5291
I7FJU1	fadD14
I7GDV7	MSMEI_5157
A0R308	MSMEG_5300
I7GDW2	MSMEI_5162
A0R313	MSMEG_5306
I7FS01	MSMEI_5164
A0R315	MSMEG_5307
A0R316	MSMEG_5308
I7GF52	MSMEI_5165
I7GDW4	MSMEI_5167
A0R318	MSMEG_5310
I7FS09	MSMEI_5174
A0R325	MSMEG_5316
I7FJW8	MSMEI_5176
A0R327	MSMEG_5319
I7G7C4	MSMEI_5183
A0R336	MSMEG_5328
I7GF67	MSMEI_5185
A0R338	MSMEG_5330
I7G7D4	MSMEI_5193
A0R344	MSMEG_5338
I7GF74	MSMEI_5195
A0R346	MSMEG_5340
A0R348	MSMEG_5342
I7GDX8	MSMEI_5197
I7G7D8	MSMEI_5198
A0R349	MSMEG_5343
A0R351	MSMEG_5345
I7FS33	MSMEI_5199
I7G7E2	MSMEI_5203
A0R355	MSMEG_5349
I7FJZ5	MSMEI_5206
A0R358	MSMEG_5352
I7GF84	MSMEI_5215
A0R368	MSMEG_5362
I7FK06	MSMEI_5216
A0R369	MSMEG_5363
I7GDZ7	MSMEI_5222
A0R373	ehuB
I7GF88	MSMEI_5225
A0R376	ehuA
I7G7H0	MSMEI_5228
A0R379	MSMEG_5374
I7FS61	MSMEI_5229
A0R380	MSMEG_5375
I7GF90	MSMEI_5230
A0R381	MSMEG_5376
I7GF96	MSMEI_5241
A0R392	MSMEG_5390
A0R398	MSMEG_5395
I7FK40	kdpD
A0R3A0	recQ
I7G7J3	MSMEI_5249
I7FK47	MSMEI_5252
A0R3A3	MSMEG_5400
I7GE23	MSMEI_5253
A0R3A4	MSMEG_5401
I7G7J8	MSMEI_5254
A0R3A5	MSMEG_5402
I7FS83	MSMEI_5255
A0R3A6	MSMEG_5404
A0R3A7	ctpD
I7FK52	MSMEI_5257
A0R3A8	MSMEG_5405
I7FK56	MSMEI_5262
A0R3B3	MSMEG_5410
I7G7L1	MSMEI_5264
A0R3B5	MSMEG_5412
